	Author	degree	in_degree	out_degree	betweenness	closeness	harmonic	eigenvector	node_degree	clustering	square_clustering	Link	identifier	givenName	familyName	alternateNames	birthDate	birthPlace	birthCountry	deathDate	deathPlace	deathCountry	gender	occupation	period	language	category	organisation	occupationHisclass	Hisclass	lowestHisclass	louvain_communities	leiden_partitions
1041	V.A. Julius	0.0018726591760299624	0.001070090957731407	0.0008025682182985553	1.2934631100814126e-06	0.20760687091579214	1630.6924603174677	0.00023627881033919158	14.0	0.7058823529411765	0.11567164179104478	https://www.dbnl.org/auteurs/auteur.php?id=juli005	juli005	Victor August	Julius	V.A. Julius	1851-05-11	Utrecht	Nederland	1902-05-01	Utrecht	Nederland	male	leraar/docent/hoogleraar	19e/20e Eeuw		nonfictie		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	2.0	0.0
1042	Friedrich Rückert	0.0009363295880149812	0.0008025682182985553	0.00013376136971642589	1.9194448027691897e-05	0.23201342757833632	1821.9238095237422	0.0011251904549110308	7.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=ruck005	ruck005	Friedrich	Rückert	Friedrich Rückert	1788-xx-xx			1866-xx-xx			male		Negentiende Eeuw	de	buitenland					2.0	0.0
1043	J. Aleida Nijland	0.0049491706795077575	0.0038790797217763506	0.001070090957731407	0.00012636179516941582	0.26649751222326057	2135.5785714285157	0.00925056239646513	37.0	0.23648648648648649	0.02677029360967185	https://www.dbnl.org/auteurs/auteur.php?id=nijl002	nijl002	Johanna Aleida	Nijland	J. Aleida Nijland	1870-xx-xx	Hoorn	Nederland	1950-xx-xx			female	onderwijzer (basisschool)	19e/20e Eeuw	nl	secundair		onderwijzer op een lagere school	4.0	4.0	2.0	0.0
1044	H. van Cappelle jr.	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=capp006	capp006	Herman	van Cappelle jr.	H. van Cappelle jr.	1857-10-02	Amsterdam	Nederland	1932-08-24	Voorburg	Nederland	male		19e/20e Eeuw		jeugdliteratuur/nonfictie/suriname					2.0	0.0
1045	Jacob Adolf Bruno Wiselius	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=wise002	wise002	Jacob Adolf Bruno	Wiselius	Jacob Adolf Bruno Wiselius	1844-02-26	Amsterdam	Nederland	1888-xx-xx			male		Negentiende Eeuw	nl						2.0	2.0
1046	Anthonie Marius Kollewijn	0.0040128410914927765	0.0016051364365971105	0.002407704654895666	3.13074482107188e-05	0.240391157067028	1901.299999999916	0.0017943640143998551	30.0	0.39858490566037735	0.07846543612015924	https://www.dbnl.org/auteurs/auteur.php?id=koll004	koll004	Anthonie Marius	Kollewijn	Anthonie Marius Kollewijn	1827-11-07	Gouda	Nederland	1920-03-07			male	leraar/docent/hoogleraar	Negentiende Eeuw	nl	taalkunde		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	2.0	0.0
1047	Jean Charles Naber	0.0008025682182985553	0.00013376136971642589	0.0006688068485821295	3.331227000985903e-07	0.18930780587761012	1469.7936507936795	6.974170401720606e-05	6.0	0.03333333333333333	0.05128205128205128	https://www.dbnl.org/auteurs/auteur.php?id=nabe003	nabe003	Jean Charles	Naber	Jean Charles Naber	1858-03-11	Haarlem	Nederland	1950-02-14	Utrecht	Nederland	male		19e/20e Eeuw	nl						2.0	0.0
1048	J.C. Costerus	0.005885500267522739	0.0020064205457463883	0.0038790797217763506	0.00037974941546780217	0.23595881951613845	1875.1071428570758	0.0013052147824223867	44.0	0.20235546038543897	0.032313322432453474	https://www.dbnl.org/auteurs/auteur.php?id=cost023	cost023	Jan Constantijn	Costerus	J.C. Costerus	1849-03-29	Sneek	Nederland	1938-07-31	Hilversum	Nederland	male	leraar/natuurwetenschapper/docent/hoogleraar	19e/20e Eeuw	nl	secundair		natuurwetenschapper/docent/leraar/hoogleraar	2.0/2.0/2.0/2.0	2.0	2.0	0.0
1049	Daniël de Lange	0.01203852327447833	0.010299625468164793	0.0017388978063135364	0.000539685936279069	0.26986057834309524	2190.1880952380407	0.01486100028764508	90.0	0.18954738684671169	0.06135831381733021	https://www.dbnl.org/auteurs/auteur.php?id=lang046	lang046	Daniël	de Lange	Daniël de Lange	1841-07-11	Rotterdam?	Nederland	1918-01-30			male	jongleur/musicus/minstreel	19e/20e Eeuw	nl	secundair		speelman/acrobaat/musicus	4.0/7.0/4.0	4.0	1.0	1.0
1050	Maurits Smit	0.0016051364365971105	0.0008025682182985553	0.0008025682182985553	1.4090612829861898e-06	0.22001594007528763	1725.5666666666257	0.0004091395802434264	12.0	0.532258064516129	0.05279187817258883	https://www.dbnl.org/auteurs/auteur.php?id=smit019	smit019	Frans Maurits	Smit	Frans Maurits Jaeger/Maurits Smit/Oom Sam	ca. 1849-xx-xx						male	natuurwetenschapper	19e/20e Eeuw		nonfictie		natuurwetenschapper	2.0	2.0	2.0	0.0
1051	T.H.F. van Riemsdijk	0.0005350454788657035	0.00013376136971642589	0.00040128410914927763	0.0	0.19855291155473928	1550.1543650793908	9.321968981062938e-05	4.0	0.4	0.008310249307479225	https://www.dbnl.org/auteurs/auteur.php?id=riem011	riem011	Theodorus Helenus Franciscus	van Riemsdijk	T.H.F. van Riemsdijk	1848-08-16	Maastricht	Nederland	1923-xx-xx			male		Negentiende Eeuw	nl						2.0	0.0
1052	Nicolaas de Roever	0.0016051364365971105	0.0009363295880149812	0.0006688068485821295	1.0516507289026702e-05	0.21833360824620368	1715.0333333332985	0.0004368642280729353	12.0	0.46774193548387094	0.06146926536731634	https://www.dbnl.org/auteurs/auteur.php?id=roev003	roev003	Nicolaas	de Roever	Nicolaas de Roever	1850-12-03	Amsterdam	Nederland	1893-03-11	Amsterdam	Nederland	male	archivaris/ambtenaar/bibliothecaris	Negentiende Eeuw	nl	secundair		archivaris/ambtenaar/bibliothecaris	4.0/5.0/4.0	4.0	2.0	0.0
1053	Dirk Merens	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	0.00010876275653999153	0.1801401245313427	1396.1650793651415	1.9449494263613825e-05	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=mere014	mere014	Dirk	Merens	Dirk Merens	17xx-xx-xx						male	staatsman/bestuurder/politicus	Achttiende Eeuw				bestuurder/ambtman	1.0/1.0	1.0	2.0	0.0
1054	Anth. Grolman	0.0005350454788657035	0.00026752273943285177	0.00026752273943285177	0.0	0.19968461017747427	1559.8543650793893	0.00010819871664191322	4.0	1.0	0.0945945945945946	https://www.dbnl.org/auteurs/auteur.php?id=grol002	grol002	Anthony Everhardus	Grolman	Anth. Grolman	1843-01-03	Utrecht	Nederland	1926-01-22	Utrecht	Nederland	male	illustrator/tekenaar/beeldend kunstenaar	19e/20e Eeuw	nl	nonfictie		illustrateur/beeldhouwer/tekenaar	4.0/4.0/4.0	4.0	2.0	0.0
1055	G.E. Langemeijer	0.002407704654895666	0.0016051364365971105	0.0008025682182985553	0.00011418349348790652	0.25506262645584543	2018.549999999886	0.00367855392313169	18.0	0.19536423841059603	0.027184466019417475	https://www.dbnl.org/auteurs/auteur.php?id=lang047	lang047	Gerard Eduard	Langemeijer	G.E. Langemeijer/Gerard Eduard Langemeijer	1903-xx-xx	Dieren	Nederland	1990-xx-xx	Bloemendaal	Nederland	male	advocaat/jurist	Twintigste Eeuw		nonfictie		jurist/advocaat	2.0/2.0	2.0	2.0	0.0
1056	Louis D. Petit	0.030631353665061527	0.0029427501337613697	0.02768860353130016	0.00629580340265991	0.26830687559450106	2153.745238095176	0.006001621200558893	229.0	0.039331008850913826	0.015611152518364426	https://www.dbnl.org/auteurs/auteur.php?id=peti002	peti002	Louis David	Petit	Louis D. Petit	1847-03-21	Amsterdam	Nederland	1918-07-16			male	boekhandelaar	Negentiende Eeuw	nl			boekhandelaar	4.0	4.0	2.0	0.0
1057	H.L. Berckenhoff	0.0037453183520599247	0.0020064205457463883	0.0017388978063135364	0.0001325531837420495	0.25410482955608843	2026.0261904760976	0.004105032342726997	28.0	0.13925729442970822	0.010057471264367816	https://www.dbnl.org/auteurs/auteur.php?id=berc004	berc004	H.L.	Berckenhoff	H.L. Berckenhoff/Leonard	1850-04-28	Purmerend	Nederland	1918-xx-xx			male	letterkundige (NIET-neerl.)	19e/20e Eeuw	nl			letterkundige	2.0	2.0	2.0	0.0
1058	T.M. Tromp	0.0028089887640449437	0.001070090957731407	0.0017388978063135364	7.300713834124515e-06	0.20512407136327376	1613.1769841269895	0.00023077000677442292	21.0	0.4777227722772277	0.06674082313681869	https://www.dbnl.org/auteurs/auteur.php?id=trom005	trom005	Theodoor Marie	Tromp	T.M. Tromp	1857-03-07	Amsterdam	Nederland	1891-10-10	Haarlem	Nederland	male		Negentiende Eeuw	nl						2.0	0.0
1059	J. Boudewijnse	0.001337613697164259	0.001337613697164259	0.0	0.0	0.22755808224818153	1798.304761904709	0.0008869195617653554	10.0	0.35555555555555557	0.0	https://www.dbnl.org/auteurs/auteur.php?id=boud011	boud011	J.	Boudewijnse	J. Boudewijnse	1836-03-01	Den Haag	Nederland				male		Negentiende Eeuw		nonfictie					2.0	0.0
1060	H. Mulder	0.007624398073836276	0.007490636704119849	0.00013376136971642589	2.3805450519926764e-05	0.27353662365415354	2205.238095238049	0.01026408712773842	57.0	0.2136591478696742	0.0	https://www.dbnl.org/auteurs/auteur.php?id=muld110	muld110	H.	Mulder	H. Mulder	19xx-xx-xx						male		Twintigste Eeuw	nl						4.0	4.0
1061	Paul Fredericq	0.008426966292134831	0.006688068485821294	0.0017388978063135364	0.00022364653040708341	0.26800118742243695	2174.9690476189985	0.01223290392643995	63.0	0.10251153254741159	0.030835021381949133	https://www.dbnl.org/auteurs/auteur.php?id=fred002	fred002	Paul	Fredericq	O.W. de Vlaemynck/Paul Fredericq	1850-08-12	Gent	België (Vlaanderen)	1920-03-23	Gent	België (Vlaanderen)	male	archeoloog/historicus	19e/20e Eeuw	nl			oudheidkundige/antropoloog	2.0/2.0	2.0	2.0	0.0
1062	Josephine Giese	0.0017388978063135364	0.0017388978063135364	0.0	0.0	0.24764076155253392	1964.9380952380009	0.0032590530578929374	13.0	0.30128205128205127	0.0	https://www.dbnl.org/auteurs/auteur.php?id=gies001	gies001	Josephina Margaretha	Giese	J.M. Bouberg Wilson-Giese/Josephine Giese	1856-09-05	Den Haag	Nederland	1926-10-12	Voorburg	Nederland	female		19e/20e Eeuw	nl						2.0	0.0
1063	J.H. Hooijer	0.00040128410914927763	0.00040128410914927763	0.0	0.0	0.18201796655441513	1413.9579365079928	2.2005387781183724e-05	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=hooi007	hooi007	Jan Hendrik	Hooijer	J.H. Hooijer	1844-03-27	Zaltbommel	Nederland	1892-09-30	Arnhem	Nederland	male	herv./leraar/geref. predikant	Negentiende Eeuw	nl			leraar/gereformeerd predikant	2.0/2.0	2.0	2.0	0.0
1064	Jan Noordzij	0.0016051364365971105	0.0006688068485821295	0.0009363295880149812	5.3438895403525914e-05	0.20296646752281858	1586.7607142857173	0.00018002315557339615	12.0	0.5887096774193549	0.03767491926803014	https://www.dbnl.org/auteurs/auteur.php?id=noor021	noor021	Jan	Noordzij	Jan Noordzij	19xx-xx-xx						male		Twintigste Eeuw	nl	secundair					1.0	1.0
1065	L.R. Koolemans Beynen	0.00040128410914927763	0.00040128410914927763	0.0	0.0	0.21631166853525044	1699.5571428571113	0.0004381626487050648	3.0	0.5	0.0	https://www.dbnl.org/auteurs/auteur.php?id=kool011	kool011	Laurens Reinhart	Koolemans Beynen	L.R. Koolemans Beynen	1852-03-11	Den Haag	Nederland	1879-11-11	Macassar	Indonesië	male	zeevarende/officier/militair	Negentiende Eeuw	nl			zeevarende/officier/militair	11.0/1.0/9.0	1.0	2.0	0.0
1066	Anton Gerard van Hamel	0.0113697164258962	0.0009363295880149812	0.010433386837881219	0.0002553198320895879	0.22912926789602292	1805.1714285713726	0.0009032871405549039	85.0	0.05962401795735129	0.018853663657358806	https://www.dbnl.org/auteurs/auteur.php?id=hame009	hame009	Anton Gerard	van Hamel	Anton Gerard van Hamel	1842-01-17	Haarlem	Nederland	1907-04-15	Amsterdam	Nederland	male	herv./leraar/geref. predikant	19e/20e Eeuw	nl			leraar/gereformeerd predikant	2.0/2.0	2.0	2.0	0.0
1067	Anne Busken Huet-van der Tholl	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.0	0.0	3.552025893195421e-97	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=busk003	busk003	Anne Dorothée	Busken Huet-van der Tholl	Anne Busken Huet-van der Tholl	1827-05-14	Haarlem	Nederland	1898-07-19	Parijs	Frankrijk	female	vertaler	Negentiende Eeuw	nl			vertaler	4.0	4.0	2.0	0.0
1068	E.O. Houtsma	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.2219567783326264	1747.8738095237675	0.0005566596102951828	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=hout042	hout042	Everhardus Otto	Houtsma	E.O. Houtsma	18xx-xx-xx						male		Negentiende Eeuw		secundair					2.0	0.0
1069	Johannes Reitsma A.Tzn.	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=reit004	reit004	Johannes	Reitsma A.Tzn.	Johannes Reitsma A.Tzn.	1837-12-15	Oudemirdum	Nederland	1902-02-23	Groningen	Nederland	male	herv./leraar/geref. predikant	Negentiende Eeuw	nl			leraar/gereformeerd predikant	2.0/2.0	2.0	2.0	0.0
1070	Gerrit de Vries	0.0014713750668806848	0.0009363295880149812	0.0005350454788657035	3.328139159437544e-05	0.23592501129861299	1854.849999999924	0.0013536826569101456	11.0	0.18867924528301888	0.03409090909090909	https://www.dbnl.org/auteurs/auteur.php?id=vrie071	vrie071	Gerrit	de Vries	Gerrit de Vries	1818-02-22	Haarlem	Nederland	1900-03-04	Den Haag	Nederland	male	jurist/staatsman/bestuurder/politicus/advocaat	Negentiende Eeuw	nl	nonfictie		jurist/bestuurder/advocaat/ambtman	2.0/1.0/2.0/1.0	1.0	2.0	0.0
1071	C.C. Geertsema	0.004146602461209203	0.0018726591760299624	0.00227394328517924	0.00023206334704616624	0.23720518062762827	1877.8261904761148	0.0016645011815947203	31.0	0.5043859649122807	0.06582666989742347	https://www.dbnl.org/auteurs/auteur.php?id=geer034	geer034	Carel Coenraad	Geertsema	C.C. Geertsema	1843-06-09	Groningen	Nederland		Wiesbaden	Duitsland	male	ambtenaar	19e/20e Eeuw	nl	secundair		ambtenaar	5.0	5.0	2.0	0.0
1072	Jan Philip de Bordes	0.00040128410914927763	0.00013376136971642589	0.00026752273943285177	0.0	0.18763951555763725	1451.2246031746479	2.745189766260341e-05	3.0	0.5	0.05555555555555555	https://www.dbnl.org/auteurs/auteur.php?id=bord004	bord004	Jan Philip	de Bordes	Jan Philip de Bordes	1817-06-07	Amsterdam	Nederland	1899-01-05	Den Haag	Nederland	male	architect/bouwkundig ingenieur/journalist/bouwmeester/redacteur/militair/staatsman/bestuurder/politicus/officier	Negentiende Eeuw	nl	nonfictie		redacteur/ambtman/architect/militair/officier/bestuurder/bouwkundig ingenieur/bouwmeester/journalist	2.0/1.0/2.0/9.0/1.0/1.0/2.0/1.0/2.0	1.0	2.0	0.0
1073	Gerard Valette	0.008560727661851257	0.0030765115034777956	0.005484216158373461	0.0008925658094425409	0.2439406363738449	1936.0738095237225	0.001942136689805362	64.0	0.14977420973406924	0.030242753917350006	https://www.dbnl.org/auteurs/auteur.php?id=vale007	vale007	Gerard	Valette	Gerard Valette/Gerard de la Valette/Paul Ekhard	1853-xx-xx			1922-xx-xx			male		19e/20e Eeuw	nl	secundair					2.0	0.0
1074	Jan de Louter	0.0028089887640449437	0.0006688068485821295	0.002140181915462814	6.937032788090814e-05	0.2172390116790694	1703.9119047618724	0.00037272102001638	21.0	0.22682926829268293	0.03475670307845084	https://www.dbnl.org/auteurs/auteur.php?id=lout003	lout003	Jan	de Louter	Jan de Louter	1847-xx-xx			1932-xx-xx			male	advocaat/jurist	19e/20e Eeuw		nonfictie		jurist/advocaat	2.0/2.0	2.0	2.0	0.0
1075	L.W.C. van den Berg	0.002140181915462814	0.0017388978063135364	0.00040128410914927763	0.00014168749389848324	0.23608286592288083	1859.2404761904097	0.0011843415408699014	16.0	0.1625	0.014354066985645933	https://www.dbnl.org/auteurs/auteur.php?id=berg075	berg075	Lodewijk Willem Christiaan	van den Berg	L.W.C. van den Berg	1845-10-29	Haarlem	Nederland	1927-03-03	Delft	Nederland	male	advocaat/jurist	19e/20e Eeuw	nl			jurist/advocaat	2.0/2.0	2.0	2.0	0.0
1076	Petrus Martinus Bots	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.0	0.0	3.552025893195421e-97	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bots002	bots002	Petrus Martinus	Bots	Petrus Martinus Bots	1852-11-21	Nieuwkoop	Nederland	1918-05-12	Dongen	Nederland	male	rk-geestelijke/kloosterling	Negentiende Eeuw	nl			rooms-katholiek geestelijke/kloosterling	2.0/4.0	2.0	2.0	0.0
1077	M.E.F. Elout van Soeterwoude	0.00227394328517924	0.0008025682182985553	0.0014713750668806848	1.6403428008243013e-07	0.21496074354092073	1691.1476190476133	0.0004135790863737253	17.0	0.5419847328244275	0.06114266622118276	https://www.dbnl.org/auteurs/auteur.php?id=elou003	elou003	Maurits Ernst François	Elout van Soeterwoude	M.E.F. Elout van Soeterwoude	1851-12-08	Den Haag	Nederland	1883-08-29	Batjan	Indonesië	male	zakenman/indust./koopman/staatsman/bestuurder/politicus	Negentiende Eeuw		nonfictie		koopman/industrieel/ambtman/zakenman/bestuurder	4.0/1.0/1.0/4.0/1.0	1.0	2.0	0.0
1078	M.A. Perk	0.0028089887640449437	0.002407704654895666	0.00040128410914927763	1.2485061143302825e-05	0.24906962570313915	1979.4976190475277	0.003018073701069736	21.0	0.10476190476190476	0.0	https://www.dbnl.org/auteurs/auteur.php?id=perk005	perk005	Marie Adrien	Perk	M.A. Perk	1834-04-23	Delft	Nederland	1916-12-15	Amsterdam	Nederland	male	herv./leraar/geref. predikant	19e/20e Eeuw	nl			leraar/gereformeerd predikant	2.0/2.0	2.0	2.0	0.0
1079	Gerard Heymans	0.0049491706795077575	0.0018726591760299624	0.0030765115034777956	0.00028206100960951745	0.24331582536549887	1928.5904761903873	0.003502577077248971	37.0	0.21822358346094947	0.04910481221017719	https://www.dbnl.org/auteurs/auteur.php?id=heym005	heym005	Gerardus	Heymans	Gerard Heymans	1857-xx-xx			1930-xx-xx			male	filosoof/zielsverzorger/apotheker/ps.ther./psychol/medicus	19e/20e Eeuw	nl			zielmaker/doctor in de filosofie/medicus/apotheker/psycholoog	7.0/2.0/2.0/2.0/2.0	2.0	2.0	0.0
1080	Robert Macalester Loup	0.00040128410914927763	0.0	0.00040128410914927763	0.0	0.0	0.0	3.552025893195421e-97	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=maca002	maca002	Robert	Macalester Loup	Robert Macalester Loup	1854-11-16	Elst	Nederland				male	redacteur/journalist	Negentiende Eeuw	nl	secundair		journalist/redacteur	2.0/2.0	2.0	2.0	0.0
1081	L.A.J.W. baron Sloet van de Beele	0.00040128410914927763	0.00013376136971642589	0.00026752273943285177	1.30336480486005e-06	0.22086192822008222	1734.9904761904322	0.0005938919866157103	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=sloe002	sloe002	Ludolf Anne Jan Wilt	baron Sloet van de Beele	L.A.J.W. baron Sloet van de Beele	1806-03-28	Voorst	Nederland	1890-12-10	Arnhem	Nederland	male	jurist/staatsman/bestuurder/politicus/advocaat	Negentiende Eeuw	nl	nonfictie		jurist/bestuurder/advocaat/ambtman	2.0/1.0/2.0/1.0	1.0	2.0	0.0
1082	J. Röell	0.0018726591760299624	0.001070090957731407	0.0008025682182985553	0.0001416809871080569	0.23262528309726202	1835.038095238031	0.0012615272929583708	14.0	0.1853932584269663	0.031676679410158386	https://www.dbnl.org/auteurs/auteur.php?id=roel026	roel026	Joan	Röell	J. Röell	1844-07-21	Haarlem	Nederland	1914-07-13	Den Haag	Nederland	male	staatsman/bestuurder/politicus	19e/20e Eeuw	nl	secundair/nonfictie		bestuurder/ambtman	1.0/1.0	1.0	2.0	0.0
1083	Jan Jacob van Geuns	0.001337613697164259	0.0006688068485821295	0.0006688068485821295	3.2880170867698234e-06	0.20597080792938158	1618.671031746027	0.00017233328578217442	10.0	0.4642857142857143	0.043795620437956206	https://www.dbnl.org/auteurs/auteur.php?id=geun003	geun003	Jan Jacob	van Geuns	Jan Jacob van Geuns	1836-12-15	Utrecht	Nederland	1915-12-27			male	advocaat/jurist	Negentiende Eeuw	nl	secundair		jurist/advocaat	2.0/2.0	2.0	2.0	0.0
1084	Melchior Treub	0.002140181915462814	0.0016051364365971105	0.0005350454788657035	1.7641317575628937e-05	0.24040285607214124	1900.376190476106	0.0026326291596884426	16.0	0.1875	0.0	https://www.dbnl.org/auteurs/auteur.php?id=treu001	treu001	Melchior	Treub	Melchior Treub	1851-12-26	Voorschoten	Nederland	1910-10-03	St. Rafael	Frankrijk	male	natuurwetenschapper	Negentiende Eeuw	nl			natuurwetenschapper	2.0	2.0	2.0	0.0
1085	J.D. de Jong	0.002140181915462814	0.001070090957731407	0.001070090957731407	0.000933030937643215	0.24913243325450668	1985.7928571427658	0.004013063934528588	16.0	0.19747899159663865	0.005494505494505495	https://www.dbnl.org/auteurs/auteur.php?id=jong142	jong142	Josef Daniel	de Jong	J.D. de Jong	1848-10-14	Den Haag	Nederland	1927-12-27	Den Haag	Nederland	male		19e/20e Eeuw	nl	secundair/nonfictie					2.0	0.0
1086	François de Bas	0.001070090957731407	0.00013376136971642589	0.0009363295880149812	0.00011497214721445304	0.00013376136971642589	1.0	7.998451244502626e-82	8.0	0.037037037037037035	0.005235602094240838	https://www.dbnl.org/auteurs/auteur.php?id=bas_016	bas_016	François	de Bas	Ajax/François de Bas	1840-09-10	Den Haag	Nederland	1931-02-22	Den Haag	Nederland	male	officier/militair	19e/20e Eeuw	nl			officier/militair	1.0/9.0	1.0	2.0	0.0
1087	J. Bosch	0.019930444087747457	0.01203852327447833	0.007891920813269128	0.0013241743615080089	0.2833265205948012	2309.6785714285325	0.02205494881925574	149.0	0.1717827626918536	0.04867280784091157	https://www.dbnl.org/auteurs/auteur.php?id=bosc008	bosc008	Jan	Bosch	Jan Bosch	1910-11-03	Apeldoorn	Nederland		Velp	Nederland	male	archivaris/bibliothecaris	Twintigste Eeuw		secundair		archivaris/bibliothecaris	4.0/4.0	4.0	4.0	4.0
