Target	Source	Weight	Author	DOB
Lionel Deflo	Hugo Brems	11	Lionel Deflo	31 januari 1940
Wim Zaal	Hugo Brems	6	Wim Zaal	1935
Paul Vanderschaeghe	Hugo Brems	6	Paul Vanderschaeghe	28 november 1930
Julia Tulkens	Hugo Brems	7	Julia Tulkens	6 oktober 1902
Willy Spillebeen	Hugo Brems	20	Willy Spillebeen	30 december 1932
J.J. Wesselo	Hugo Brems	30	J.J. Wesselo	1940
Roland Jooris	Hugo Brems	19	Roland Jooris	22 juli 1936
Charles B. Timmer	Hugo Brems	12	Charles B. Timmer	17 februari 1907
H.C. ten Berge	Hugo Brems	12	H.C. ten Berge	24 december 1938
Peter Berger	Hugo Brems	7	Peter Berger	15 augustus 1936
Hans Vlek	Hugo Brems	5	Hans Vlek	2 juli 1947
Johan Daisne	Hugo Brems	6	Johan Daisne	2 september 1912
Julien Vangansbeke	Hugo Brems	8	Julien Vangansbeke	5 februari 1936
Jan Vanriet	Hugo Brems	10	Jan Vanriet	1948
Hubert Lampo	Hugo Brems	5	Hubert Lampo	1 september 1920
Clem Schouwenaars	Hugo Brems	7	Clem Schouwenaars	28 december 1932
Willem Wilmink	Hugo Brems	5	Willem Wilmink	25 oktober 1936
Hendrik de Vries	Hugo Brems	6	Hendrik de Vries	17 augustus 1896
Roger Pieters	Hugo Brems	5	Roger Pieters	14 oktober 1922
Alstein	Hugo Brems	24	Alstein	18 maart 1947
Marcel Coole	Hugo Brems	10	Marcel Coole	21 augustus 1913
Hans Warren	Hugo Brems	10	Hans Warren	20 oktober 1921
Mark Insingel	Hugo Brems	16	Mark Insingel	3 mei 1935
Gerrit Krol	Hugo Brems	12	Gerrit Krol	1 augustus 1934
Erik van Ruysbeek	Hugo Brems	16	Erik van Ruysbeek	25 april 1915
Gerrit Komrij	Hugo Brems	11	Gerrit Komrij	30 maart 1944
Paul Snoek	Hugo Brems	16	Paul Snoek	17 december 1933
R.A. Cornets de Groot	Hugo Brems	5	R.A. Cornets de Groot	3 februari 1929
Robin Hannelore	Hugo Brems	8	Robin Hannelore	21 maart 1937
Marcel van Maele	Hugo Brems	6	Marcel van Maele	10 april 1931
Frans Depeuter	Hugo Brems	18	Frans Depeuter	4 april 1937
Jacques Hamelink	Hugo Brems	9	Jacques Hamelink	12 januari 1939
J. Bernlef	Hugo Brems	18	J. Bernlef	14 januari 1937
Bernard Kemp	Hugo Brems	5	Bernard Kemp	22 augustus 1926
Dirk Christiaens	Hugo Brems	12	Dirk Christiaens	1 maart 1942
Jeroen Brouwers	Hugo Brems	13	Jeroen Brouwers	30 april 1940
C. Buddingh'	Hugo Brems	21	C. Buddingh'	7 augustus 1918
Martin Ros	Hugo Brems	5	Martin Ros	1937
Ivo Michiels	Hugo Brems	16	Ivo Michiels	8 januari 1923
Geert van Beek	Hugo Brems	5	Geert van Beek	13 maart 1920
Jaap Harten	Hugo Brems	5	Jaap Harten	22 september 1930
Gerrit Kouwenaar	Hugo Brems	8	Gerrit Kouwenaar	9 augustus 1923
Rein Bloem	Hugo Brems	11	Rein Bloem	20 april 1932
Anton Korteweg	Hugo Brems	13	Anton Korteweg	31 januari 1944
Ad Zuiderent	Hugo Brems	15	Ad Zuiderent	28 mei 1944
Jef Geeraerts	Hugo Brems	12	Jef Geeraerts	23 februari 1930
C.O. Jellema	Hugo Brems	6	C.O. Jellema	9 september 1936
Jo Gisekin	Hugo Brems	6	Jo Gisekin	14 mei 1942
Hans Faverey	Hugo Brems	9	Hans Faverey	14 september 1933
Jan G. Elburg	Hugo Brems	5	Jan G. Elburg	30 november 1919
Jan Hanlo	Hugo Brems	10	Jan Hanlo	29 mei 1912
Paul de Vree	Hugo Brems	21	Paul de Vree	13 november 1909
R.F. Lissens	Hugo Brems	5	R.F. Lissens	1912
Harry G.M. Prick	Hugo Brems	9	Harry G.M. Prick	13 september 1925
Freddy de Vree	Hugo Brems	12	Freddy de Vree	3 oktober 1939
Marnix Gijsen	Hugo Brems	12	Marnix Gijsen	20 oktober 1899
Jozef Deleu	Hugo Brems	6	Jozef Deleu	20 april 1937
L.H. Wiener	Hugo Brems	7	L.H. Wiener	16 februari 1945
H. van Gorp	Hugo Brems	6	H. van Gorp	4 maart 1935
Wim Hazeu	Hugo Brems	10	Wim Hazeu	28 april 1940
Lieven Rens	Hugo Brems	9	Lieven Rens	15 januari 1925
Wilfried Adams	Hugo Brems	14	Wilfried Adams	23 november 1947
Guido Gezelle	Hugo Brems	8	Guido Gezelle	1 mei 1830
Paul van Ostaijen	Hugo Brems	10	Paul van Ostaijen	22 februari 1896
Walter van den Broeck	Hugo Brems	12	Walter van den Broeck	28 maart 1941
Karel van het Reve	Hugo Brems	11	Karel van het Reve	19 mei 1921
Frans Boenders	Hugo Brems	6	Frans Boenders	28 september 1942
Hugues C. Pernath	Hugo Brems	9	Hugues C. Pernath	15 augustus 1931
Multatuli	Hugo Brems	21	Multatuli	2 maart 1820
Patrick Conrad	Hugo Brems	11	Patrick Conrad	16 juli 1945
J.J. Oversteegen	Hugo Brems	6	J.J. Oversteegen	2 januari 1926
Enno Endt	Hugo Brems	5	Enno Endt	3 december 1923
Sjoerd Kuyper	Hugo Brems	5	Sjoerd Kuyper	6 maart 1952
J. van Tooren	Hugo Brems	5	J. van Tooren	1900
W.A.P. Smit	Hugo Brems	5	W.A.P. Smit	6 december 1903
Jan Wolkers	Hugo Brems	5	Jan Wolkers	26 oktober 1925
José Boyens	Hugo Brems	12	José Boyens	1931
Georges Wildemeersch	Hugo Brems	7	Georges Wildemeersch	12 november 1947
Monika van Paemel	Hugo Brems	5	Monika van Paemel	4 mei 1945
K. Schippers	Hugo Brems	8	K. Schippers	6 november 1936
Marcel Janssen	Hugo Brems	10	Marcel Janssen	15 juni 1903
Maarten 't Hart	Hugo Brems	18	Maarten 't Hart	25 november 1944
Hugo Claus	Hugo Brems	26	Hugo Claus	5 april 1929
Anton Haakman	Hugo Brems	5	Anton Haakman	7 september 1933
Marcel Janssens	Hugo Brems	11	Marcel Janssens	28 februari 1932
Miel Vanstreels	Hugo Brems	11	Miel Vanstreels	14 maart 1951
Hugo Bousset	Hugo Brems	20	Hugo Bousset	1942
J. Uyttendaele	Hugo Brems	5	J. Uyttendaele	11 november 1949
Tymen Trolsky	Hugo Brems	7	Tymen Trolsky	3 juni 1948
Paul de Wispelaere	Hugo Brems	12	Paul de Wispelaere	4 juli 1928
Luuk Gruwez	Hugo Brems	17	Luuk Gruwez	9 augustus 1953
Martinus Nijhoff	Hugo Brems	7	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	Hugo Brems	7	Martinus Nijhoff	26 december 1826
Hans van de Waarsenburg	Hugo Brems	9	Hans van de Waarsenburg	21 juli 1943
Bertus Aafjes	Hugo Brems	5	Bertus Aafjes	12 mei 1914
Remco Campert	Hugo Brems	7	Remco Campert	28 juli 1929
Herman Sabbe	Hugo Brems	10	Herman Sabbe	24 augustus 1937
Rutger Kopland	Hugo Brems	18	Rutger Kopland	4 augustus 1934
Hedwig Speliers	Hugo Brems	14	Hedwig Speliers	12 juni 1935
Jan van der Hoeven	Hugo Brems	14	Jan van der Hoeven	9 februari 1801
Nic van Bruggen	Hugo Brems	21	Nic van Bruggen	17 maart 1938
Bob den Uyl	Hugo Brems	5	Bob den Uyl	27 maart 1930
Michel Bartosik	Hugo Brems	10	Michel Bartosik	21 maart 1948
Georges Adé	Hugo Brems	7	Georges Adé	14 november 1936
Jef van Gool	Hugo Brems	12	Jef van Gool	15 november 1950
Ton Anbeek	Hugo Brems	6	Ton Anbeek	18 september 1944
Rob Delvigne	Hugo Brems	5	Rob Delvigne	17 augustus 1948
Tom van Deel	Hugo Brems	12	Tom van Deel	21 februari 1945
Wim Meewis	Hugo Brems	7	Wim Meewis	7 juli 1926
Jan Blokker	Hugo Brems	5	Jan Blokker	27 mei 1927
André Demedts	Hugo Brems	10	André Demedts	8 augustus 1906
Pszisko Jacobs	Hugo Brems	7	Pszisko Jacobs	24 juli 1917
Cola Debrot	Hugo Brems	6	Cola Debrot	4 mei 1902
Hugo Raes	Hugo Brems	10	Hugo Raes	26 mei 1929
J.P. Guépin	Hugo Brems	14	J.P. Guépin	25 april 1929
Jaap Goedegebuure	Hugo Brems	10	Jaap Goedegebuure	1947
A. Alberts	Hugo Brems	5	A. Alberts	23 augustus 1911
Wies Moens	Hugo Brems	5	Wies Moens	28 januari 1898
Annie Romein-Verschoor	Hugo Brems	5	Annie Romein-Verschoor	4 februari 1895
Louis Couperus	Hugo Brems	5	Louis Couperus	10 juni 1863
Joris Denoo	Hugo Brems	22	Joris Denoo	6 juli 1953
Lucienne Stassaert	Hugo Brems	12	Lucienne Stassaert	10 februari 1936
Rudolf van de Perre	Hugo Brems	8	Rudolf van de Perre	27 juli 1934
Herman Pleij	Hugo Brems	5	Herman Pleij	1943
J.M.A. Biesheuvel	Hugo Brems	24	J.M.A. Biesheuvel	23 mei 1939
K.L. Poll	Hugo Brems	6	K.L. Poll	5 oktober 1927
Frans van Dooren	Hugo Brems	9	Frans van Dooren	2 november 1934
R.A. Basart	Hugo Brems	5	R.A. Basart	2 september 1946
A. Kool	Hugo Brems	6	A. Kool	19de eeuw
Albert de Longie	Hugo Brems	8	Albert de Longie	10 juli 1916
Jan Biezen	Hugo Brems	11	Jan Biezen	1942
Oek de Jong	Hugo Brems	8	Oek de Jong	4 oktober 1952
Leo Vroman	Hugo Brems	18	Leo Vroman	10 april 1915
Wiel Kusters	Hugo Brems	11	Wiel Kusters	1 juni 1947
Jan Greshoff	Hugo Brems	6	Jan Greshoff	15 december 1888
Bert Kooijman	Hugo Brems	8	Bert Kooijman	1932
Car Flanders	Hugo Brems	9	Car Flanders	10 november 1947
Gust Gils	Hugo Brems	12	Gust Gils	20 augustus 1924
Gerard Walschap	Fernand Auwera	5	Gerard Walschap	9 juli 1898
Hugo Claus	Fernand Auwera	5	Hugo Claus	5 april 1929
Hugo Claus	Gerard Walschap	6	Hugo Claus	5 april 1929
Karel Jonckheere	Gerard Walschap	24	Karel Jonckheere	9 april 1906
Karel Jonckheere	Hugo Brems	6	Karel Jonckheere	9 april 1906
Dirk Kroon	Hugo Brems	13	Dirk Kroon	9 mei 1946
F.B. Hotz	Hugo Brems	15	F.B. Hotz	1 februari 1922
Eriek Verpale	Hugo Brems	11	Eriek Verpale	2 februari 1952
Anton van Wilderode	Hugo Brems	10	Anton van Wilderode	28 juni 1918
Leo Pleysier	Hugo Brems	10	Leo Pleysier	28 mei 1945
Hanneke van Buuren	Hugo Brems	7	Hanneke van Buuren	24 juni 1938
Willy Lauwens	Hugo Brems	6	Willy Lauwens	1929
Jos de Haes	Willy Spillebeen	5	Jos de Haes	22 april 1920
Monika van Paemel	Fernand Auwera	8	Monika van Paemel	4 mei 1945
Johanna Kruit	Hugo Brems	7	Johanna Kruit	14 december 1940
Huub Beurskens	Hugo Brems	10	Huub Beurskens	18 februari 1950
Marc Bruynseraede	Hugo Brems	13	Marc Bruynseraede	1943
Henk Romijn Meijer	Hugo Brems	8	Henk Romijn Meijer	9 augustus 1929
Kees Winkler	Hugo Brems	7	Kees Winkler	22 mei 1927
Pierre H. Dubois	Hugo Brems	5	Pierre H. Dubois	2 juli 1917
Jos de Haes	Hugo Brems	5	Jos de Haes	22 april 1920
Paul van 't Veer	Hugo Brems	8	Paul van 't Veer	1922
Claude van de Berge	Hugo Brems	15	Claude van de Berge	30 april 1945
J.B. Charles	Hugo Brems	5	J.B. Charles	25 augustus 1910
Charles Vergeer	Hugo Brems	7	Charles Vergeer	1947
Paul Rodenko	Hugo Brems	8	Paul Rodenko	26 november 1920
Eugène van Itterbeek	Hugo Brems	5	Eugène van Itterbeek	21 januari 1934
Christine D'haen	Hugo Brems	7	Christine D'haen	25 oktober 1923
Elly de Waard	Hugo Brems	9	Elly de Waard	8 september 1940
Jan Vercammen	Hugo Brems	6	Jan Vercammen	7 november 1906
Jan Siebelink	Hugo Brems	5	Jan Siebelink	13 februari 1938
J.C. van Schagen	Hugo Brems	5	J.C. van Schagen	11 december 1891
G.J. Resink	Hugo Brems	5	G.J. Resink	11 oktober 1911
Hugo Brems	Lode Roose	7	Hugo Brems	1944
J.J. Mak	Lode Roose	13	J.J. Mak	5 juli 1908
Lode Roose	Hugo Brems	7	Lode Roose	16 april 1920
P.J. Meertens	Lode Roose	6	P.J. Meertens	6 september 1899
Gerard Reve	Hugo Brems	7	Gerard Reve	14 december 1923
Hubert van Herreweghen	Hugo Brems	7	Hubert van Herreweghen	16 februari 1920
Paul Celan	Hugo Brems	5	Paul Celan	23 november 1920
Fernand Auwera	Hugo Brems	6	Fernand Auwera	26 november 1929
Hendrik Carette	Hugo Brems	6	Hendrik Carette	17 december 1946
Cees Nooteboom	Hugo Brems	9	Cees Nooteboom	31 juli 1933
Jacob Israël de Haan	Hugo Brems	6	Jacob Israël de Haan	31 december 1881
Karel Hellemans	Hugo Brems	5	Karel Hellemans	1944
Armand van Assche	Hugo Brems	11	Armand van Assche	17 september 1940
Willem Brakman	Hugo Brems	7	Willem Brakman	13 juni 1922
Remco Ekkers	Hugo Brems	14	Remco Ekkers	1 juli 1941
Rob Schouten	Hugo Brems	12	Rob Schouten	22 februari 1954
Hans Andreus	Hugo Brems	5	Hans Andreus	21 februari 1926
Martinus Nijhoff	Willy Spillebeen	6	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	Willy Spillebeen	6	Martinus Nijhoff	26 december 1826
W. Waterschoot	Lode Roose	7	W. Waterschoot	8 juli 1941
C.A. Zaalberg	Lode Roose	6	C.A. Zaalberg	27 november 1909
W.A.P. Smit	Lode Roose	14	W.A.P. Smit	6 december 1903
Maurice Gilliams	Hugo Brems	5	Maurice Gilliams	20 juli 1900
Wouter Kotte	Hugo Brems	5	Wouter Kotte	1933
Novalis	Hugo Brems	5	Novalis	2 mei 1772
Doeschka Meijsing	Hugo Brems	5	Doeschka Meijsing	21 oktober 1947
H.H. ter Balkt	Hugo Brems	10	H.H. ter Balkt	17 september 1938
Albert Helman	Hugo Brems	6	Albert Helman	7 november 1903
Koen Vermeiren	Hugo Brems	11	Koen Vermeiren	18 december 1953
Willem van Toorn	Hugo Brems	5	Willem van Toorn	4 november 1935
Eva Gerlach	Hugo Brems	10	Eva Gerlach	9 april 1948
Pol Hoste	Hugo Brems	5	Pol Hoste	25 maart 1947
F.L. Bastet	Hugo Brems	6	F.L. Bastet	20 september 1926
Hans Lodeizen	Hugo Brems	5	Hans Lodeizen	20 juli 1924
Jan Kuijper	Hugo Brems	5	Jan Kuijper	30 december 1947
Marc Reynebeau	Hugo Brems	5	Marc Reynebeau	6 mei 1956
Jan Schepens	Hugo Brems	6	Jan Schepens	28 mei 1909
Lieve Scheer	Hugo Brems	6	Lieve Scheer	1936
Marcel Janssen	Marcel Janssens	8	Marcel Janssen	15 juni 1903
R.F. Lissens	Lode Roose	6	R.F. Lissens	1912
R.F. Lissens	Marcel Janssens	5	R.F. Lissens	1912
Marcel Janssens	Lode Roose	14	Marcel Janssens	28 februari 1932
W.J.C. Buitendijk	Marcel Janssens	7	W.J.C. Buitendijk	11 april 1906
Lode Roose	Marcel Janssens	14	Lode Roose	16 april 1920
Frans Kuipers	Hugo Brems	7	Frans Kuipers	1942
Dirk Verbruggen	Hugo Brems	6	Dirk Verbruggen	16 januari 1951
Paul Claes	Hugo Brems	9	Paul Claes	30 oktober 1943
Boudewijn Büch	Hugo Brems	5	Boudewijn Büch	14 december 1948
Multatuli	Philip Vermoortel	10	Multatuli	2 maart 1820
Ida Gerhardt	Willy Spillebeen	5	Ida Gerhardt	11 mei 1905
Ed Leeflang	Hugo Brems	7	Ed Leeflang	21 juni 1929
Dirk de Geest	Hugo Brems	6	Dirk de Geest	1957
Willem Frederik Hermans	Koen Vermeiren	10	Willem Frederik Hermans	1 september 1921
Gerard Walschap	Alstein	6	Gerard Walschap	9 juli 1898
Alstein	Gerard Walschap	6	Alstein	18 maart 1947
Raymond Brulez	Gerard Walschap	33	Raymond Brulez	18 oktober 1895
Dirk van Bastelaere	Hugo Brems	5	Dirk van Bastelaere	23 oktober 1960
Stefan Hertmans	Hugo Brems	8	Stefan Hertmans	31 maart 1951
Stefaan Evenepoel	Hugo Brems	8	Stefaan Evenepoel	1958
Lode Roose	Albert Westerlinck	5	Lode Roose	16 april 1920
Benno Barnard	Hugo Brems	5	Benno Barnard	21 november 1954
Erik Spinoy	Hugo Brems	5	Erik Spinoy	22 mei 1960
Paul Rodenko	Martien J.G. de Jong	5	Paul Rodenko	26 november 1920
Maarten 't Hart	Fernand Auwera	5	Maarten 't Hart	25 november 1944
Bert Decorte	Marnix Gijsen	11	Bert Decorte	2 juli 1915
Garmt Stuiveling	Marcel Janssens	5	Garmt Stuiveling	21 december 1907
Jan Schepens	Gerard Walschap	5	Jan Schepens	28 mei 1909
Willem Elsschot	Gerard Walschap	6	Willem Elsschot	7 mei 1882
Garmt Stuiveling	Karel Porteman	5	Garmt Stuiveling	21 december 1907
E.K. Grootes	Karel Porteman	7	E.K. Grootes	22 maart 1936
Albert Westerlinck	Martien J.G. de Jong	6	Albert Westerlinck	17 februari 1914
Karel Meeuwesse	Martien J.G. de Jong	5	Karel Meeuwesse	11 juli 1914
Hugo Claus	Dirk de Geest	5	Hugo Claus	5 april 1929
Paul de Wispelaere	Hugo Bousset	5	Paul de Wispelaere	4 juli 1928
Jef Geeraerts	Koen Vermeiren	6	Jef Geeraerts	23 februari 1930
Paul de Wispelaere	Koen Vermeiren	8	Paul de Wispelaere	4 juli 1928
H.J.A. Hofland	Erik Spinoy	7	H.J.A. Hofland	20 juli 1927
H.J.A. Hofland	Stefaan Evenepoel	7	H.J.A. Hofland	20 juli 1927
H.H. ter Balkt	Erik Spinoy	7	H.H. ter Balkt	17 september 1938
H.H. ter Balkt	Stefaan Evenepoel	6	H.H. ter Balkt	17 september 1938
Erik Spinoy	Stefaan Evenepoel	41	Erik Spinoy	22 mei 1960
Stefaan Evenepoel	Erik Spinoy	42	Stefaan Evenepoel	1958
Benno Barnard	Erik Spinoy	5	Benno Barnard	21 november 1954
Benno Barnard	Stefaan Evenepoel	5	Benno Barnard	21 november 1954
Gerrit Krol	Erik Spinoy	5	Gerrit Krol	1 augustus 1934
Gerrit Krol	Stefaan Evenepoel	5	Gerrit Krol	1 augustus 1934
K.L. Poll	Erik Spinoy	8	K.L. Poll	5 oktober 1927
K.L. Poll	Stefaan Evenepoel	7	K.L. Poll	5 oktober 1927
Multatuli	Erik Spinoy	7	Multatuli	2 maart 1820
Multatuli	Stefaan Evenepoel	6	Multatuli	2 maart 1820
Albe	Erik Spinoy	5	Albe	8 juni 1902
Hugo Brems	Hugo Bousset	9	Hugo Brems	1944
Stefaan van den Bremt	Hugo Bousset	6	Stefaan van den Bremt	12 oktober 1941
Jeroen Brouwers	Erik Spinoy	5	Jeroen Brouwers	30 april 1940
Kristien Hemmerechts	Hugo Bousset	8	Kristien Hemmerechts	27 augustus 1955
Luuk Gruwez	Hugo Bousset	5	Luuk Gruwez	9 augustus 1953
Hugo Bousset	Anne van Herreweghen	8	Hugo Bousset	1942
Albe	Anne van Herreweghen	5	Albe	8 juni 1902
Ivo Michiels	Anne van Herreweghen	5	Ivo Michiels	8 januari 1923
Jacques Hamelink	Hugo Bousset	5	Jacques Hamelink	12 januari 1939
Multatuli	Karel Porteman	5	Multatuli	2 maart 1820
Eriek Verpale	Hugo Bousset	7	Eriek Verpale	2 februari 1952
Kees Fens	Hugo Brems	5	Kees Fens	18 oktober 1929
Walter van den Broeck	Anne van Herreweghen	5	Walter van den Broeck	28 maart 1941
Willem Brakman	Bart Vervaeck	5	Willem Brakman	13 juni 1922
Anne van Herreweghen	Hugo Bousset	5	Anne van Herreweghen	1948
Bert Ranke	Hubert Lampo	5	Bert Ranke	1914
Jan Greshoff	Hubert Lampo	12	Jan Greshoff	15 december 1888
Karel Jonckheere	Hubert Lampo	25	Karel Jonckheere	9 april 1906
Marnix Gijsen	Hubert Lampo	25	Marnix Gijsen	20 oktober 1899
Jan Walravens	Hubert Lampo	7	Jan Walravens	7 augustus 1920
F.A. Snellaert	Marcel de Smedt	7	F.A. Snellaert	21 juli 1809
Wiel Kusters	Hugo Bousset	7	Wiel Kusters	1 juni 1947
Leen Huet	Hugo Bousset	7	Leen Huet	1966
Frank Willaert	Karel Porteman	5	Frank Willaert	24 mei 1952
Rudi Laermans	Hugo Bousset	5	Rudi Laermans	1957
Gust Gils	Hugo Bousset	6	Gust Gils	20 augustus 1924
Karel Porteman	M.A. Schenkeveld-van der Dussen	7	Karel Porteman	20 juni 1938
Elma van Haren	Hugo Bousset	5	Elma van Haren	29 augustus 1954
Kamiel Vanhole	Koen Peeters	20	Kamiel Vanhole	1954
Kamiel Vanhole	Koen Peeters	20	Kamiel Vanhole	 1954
Koen Peeters	Kamiel Vanhole	19	Koen Peeters	9 maart 1959
Jan Baetens	Eric Vos	5	Jan Baetens	1957
Hugo Claus	Georges Wildemeersch	6	Hugo Claus	5 april 1929
Multatuli	Menno ter Braak	11	Multatuli	2 maart 1820
Theun de Vries	Menno ter Braak	9	Theun de Vries	26 april 1907
Theun de Vries	E. du Perron	11	Theun de Vries	26 april 1907
Hendrik de Vries	E. du Perron	9	Hendrik de Vries	17 augustus 1896
Jef Last	Menno ter Braak	5	Jef Last	2 mei 1898
Jef Last	E. du Perron	5	Jef Last	2 mei 1898
E. du Perron	Jacques Gans	6	E. du Perron	2 november 1899
Albe	Willem Elsschot	5	Albe	8 juni 1902
Maurice Roelants	Menno ter Braak	6	Maurice Roelants	19 december 1895
Menno ter Braak	Maurice Roelants	6	Menno ter Braak	26 januari 1902
Raymond Herreman	Marnix Gijsen	12	Raymond Herreman	21 augustus 1896
Marnix Gijsen	Raymond Herreman	14	Marnix Gijsen	20 oktober 1899
Gerard Walschap	Raymond Herreman	15	Gerard Walschap	9 juli 1898
Maurice Roelants	Raymond Herreman	8	Maurice Roelants	19 december 1895
Menno ter Braak	Gerard Walschap	5	Menno ter Braak	26 januari 1902
Herman Teirlinck	Marnix Gijsen	6	Herman Teirlinck	24 februari 1879
Albe	Raymond Brulez	17	Albe	8 juni 1902
Albe	Raymond Herreman	5	Albe	8 juni 1902
E. du Perron	Simon Vestdijk	9	E. du Perron	2 november 1899
Richard Minne	Gerard Walschap	9	Richard Minne	30 november 1891
Maurice Roelants	Raymond Brulez	9	Maurice Roelants	19 december 1895
Jan Greshoff	Simon Vestdijk	5	Jan Greshoff	15 december 1888
Harry G.M. Prick	Karel Reijnders	5	Harry G.M. Prick	13 september 1925
Albe	Karel Reijnders	5	Albe	8 juni 1902
Louis Couperus	M.C. van den Toorn	8	Louis Couperus	10 juni 1863
W. Blok	M.C. van den Toorn	10	W. Blok	24 november 1922
C.B. van Haeringen	H. Schultink	7	C.B. van Haeringen	16 mei 1892
E.M. Uhlenbeck	H. Schultink	8	E.M. Uhlenbeck	1913
A.W. de Groot	H. Schultink	7	A.W. de Groot	13 januari 1892
C. Kruyskamp	M.C. van den Toorn	6	C. Kruyskamp	31 mei 1911
Martinus Nijhoff	M.C. van den Toorn	32	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	M.C. van den Toorn	32	Martinus Nijhoff	26 december 1826
A.W. de Groot	C.F.P. Stutterheim	8	A.W. de Groot	13 januari 1892
J.C. Kamerbeek	J. Kamerbeek jr.	9	J.C. Kamerbeek	1907
C.G.N. de Vooys	C.F.P. Stutterheim	7	C.G.N. de Vooys	26 mei 1873
A.W. de Groot	E.M. Uhlenbeck	7	A.W. de Groot	13 januari 1892
Thomas Mann	M.C. van den Toorn	5	Thomas Mann	6 juni 1875
H. Schultink	J. Kamerbeek jr.	7	H. Schultink	3 april 1924
Albe	J. Kamerbeek jr.	10	Albe	8 juni 1902
Multatuli	Marcel Janssens	8	Multatuli	2 maart 1820
J.J. Oversteegen	Marcel Janssens	5	J.J. Oversteegen	2 januari 1926
N. van Wijk	P.C. Paardekooper	7	N. van Wijk	4 oktober 1880
C.H. den Hertog	P.C. Paardekooper	6	C.H. den Hertog	27 december 1846
Maurice Roelants	Marcel Janssens	5	Maurice Roelants	19 december 1895
A. Prins	A.A. Prins	6	A. Prins	19de eeuw
F.A. Stoett	C.F.P. Stutterheim	5	F.A. Stoett	5 mei 1863
J.J.A. Mooij	P.F. Schmitz	6	J.J.A. Mooij	18 februari 1929
A. Mooij	P.F. Schmitz	5	A. Mooij	1944
W. de Vries	J.W. de Vries	17	W. de Vries	20ste eeuw
C.F.P. Stutterheim	M. Rutten	6	C.F.P. Stutterheim	21 mei 1903
L. Pepplinkhuizen	J. F. P. de Smit	5	L. Pepplinkhuizen	20ste eeuw
H. van Gorp	P.F. Schmitz	5	H. van Gorp	4 maart 1935
Harry van der Hulst	Teun Hoekstra	5	Harry van der Hulst	1953
Albert Verwey	S.J. Lenselink	5	Albert Verwey	15 mei 1865
Albe	S.J. Lenselink	7	Albe	8 juni 1902
W.A.P. Smit	S.J. Lenselink	7	W.A.P. Smit	6 december 1903
G.J. de Haan	H.J. Verkuyl	5	G.J. de Haan	1944
D. Geeraerts	Dirk Geeraerts	7	D. Geeraerts	20ste eeuw
D.W. Fokkema	P.F. Schmitz	5	D.W. Fokkema	4 mei 1931
J.J. Mak	C.F.P. Stutterheim	6	J.J. Mak	5 juli 1908
Elrud Ibsch	D.W. Fokkema	5	Elrud Ibsch	1935
Arie Verhagen	Jan van Luxemburg	10	Arie Verhagen	1951
M.C. van den Toorn	Wim Zonneveld	8	M.C. van den Toorn	4 januari 1929
A.W. de Groot	Wim Zonneveld	6	A.W. de Groot	13 januari 1892
Mieke Trommelen	Wim Zonneveld	11	Mieke Trommelen	1951
Jan van Luxemburg	Arie Verhagen	8	Jan van Luxemburg	15 september 1936
Simon Vestdijk	R.Th. van der Paardt	8	Simon Vestdijk	17 oktober 1898
Martinus Nijhoff	C.F.P. Stutterheim	5	Martinus Nijhoff	20 april 1894
Martinus Nijhoff	C.F.P. Stutterheim	5	Martinus Nijhoff	26 december 1826
Jaap Goedegebuure	Eric Vos	5	Jaap Goedegebuure	1947
Eric Vos	Jaap Goedegebuure	6	Eric Vos	20ste eeuw
P.F. Schmitz	Rob Wolfs	9	P.F. Schmitz	10 augustus 1939
P.F. Schmitz	Ernst van Alphen	5	P.F. Schmitz	10 augustus 1939
Ernst van Alphen	P.F. Schmitz	7	Ernst van Alphen	1958
Taco Roorda	Lo van Driel	5	Taco Roorda	19 juli 1801
G.J. de Haan	Wim Zonneveld	6	G.J. de Haan	1944
Arthur Dirksen	Johan Kerstens	6	Arthur Dirksen	1956
Peter van Bart	Johan Kerstens	9	Peter van Bart	1958
Rob Wolfs	P.F. Schmitz	7	Rob Wolfs	22 juli 1951
H. van Gorp	Will van Peer	5	H. van Gorp	4 maart 1935
Anneke Neijt	Agnes Verbiest	5	Anneke Neijt	1951
